10 5 cm -f.wav,10 9 cm -1.wav,5 8 cm -1.wav,6 2 cm -f DENOISE.wav,6 2 cm -f.wav,6 7 cm -f.wav,7 5 cm -1 DENOISE.wav,7 9 cm -f DENOISE.wav,8 7 cm -f DENOISE.wav,8 7 cm -f.wav,9 3 cm -1 DENOISE.wav,9 3 cm -1.wav,9 4 cm -f.wav,,10 5 cm -f.wav,10 9 cm -1.wav,5 8 cm -1.wav,6 2 cm -f DENOISE.wav,6 2 cm -f.wav,6 7 cm -f.wav,7 5 cm -1 DENOISE.wav,7 9 cm -f DENOISE.wav,8 7 cm -f DENOISE.wav,8 7 cm -f.wav,9 3 cm -1 DENOISE.wav,9 3 cm -1.wav,9 4 cm -f.wav
18.290125,17.78645833,31.554875,29.46820833,23.25229167,25.794875,23.63854167,24.77470833,24.00820833,24.00820833,20.475125,19.90795833,20.25179167,,0.15975,,,,,,,,,0.182083333,,,0.152083333
18.40754167,17.92495833,31.79804167,29.681375,23.47695833,25.99479167,23.81695833,24.96620833,24.19670833,24.19670833,20.65629167,19.974125,20.40370833,,0.117416667,,,,,,,,,0.1885,,,0.151916667
18.55504167,18.063375,32.04129167,29.910625,23.71295833,26.194375,23.995125,25.15654167,24.37345833,24.37345833,20.84495833,20.09420833,20.55520833,,0.1475,,,,,,,,,0.17675,,,0.1515
18.68470833,18.20170833,32.28470833,30.14729167,23.95029167,26.39429167,24.17329167,25.34629167,24.55120833,24.55120833,21.02895833,20.28279167,20.707125,,0.129666667,,,,,,,,,0.17775,,,0.151916667
18.82804167,18.339875,32.52795833,30.38554167,24.16954167,26.594375,24.35170833,25.538875,24.739375,24.739375,21.108875,20.475125,20.85895833,,0.143333333,,,,,,,,,0.188166667,,,0.151833333
18.96195833,18.478625,32.771375,30.62145833,24.40420833,26.79429167,24.53020833,25.72595833,24.92554167,24.92554167,21.21820833,20.65629167,21.01045833,,0.133916667,,,,,,,,,0.186166667,,,0.1515
19.107125,18.61679167,33.014875,30.834625,24.62404167,26.994875,24.708375,25.91454167,25.11429167,25.11429167,21.41070833,20.84495833,21.16220833,,0.145166667,,,,,,,,,0.18875,,,0.15175
19.23879167,18.75545833,33.258375,31.063625,24.858875,27.19445833,24.88704167,26.10654167,25.28529167,25.28529167,21.59179167,21.02895833,21.313875,,0.131666667,,,,,,,,,0.171,,,0.151666667
19.381125,18.89445833,33.50170833,31.30045833,25.080375,27.39429167,25.06554167,26.29170833,25.46954167,25.46954167,21.780625,21.108875,21.46554167,,0.142333333,,,,,,,,,0.18425,,,0.151666667
19.51595833,19.03345833,33.74520833,31.538875,25.31545833,27.594125,25.243875,26.47604167,25.658125,25.658125,21.965875,21.21820833,21.61695833,,0.134833333,,,,,,,,,0.188583333,,,0.151416667
19.66195833,19.17204167,33.98879167,31.77570833,25.55204167,27.792875,25.42245833,26.667875,25.84270833,25.84270833,22.03895833,21.41070833,21.768625,,0.146,,,,,,,,,0.184583333,,,0.151666667
19.79270833,19.31070833,34.23229167,31.99104167,25.77020833,27.99270833,25.601125,26.854375,26.03120833,26.03120833,22.15529167,21.59179167,21.92054167,,0.13075,,,,,,,,,0.1885,,,0.151916667
19.93279167,19.449125,34.47595833,32.22379167,26.00445833,28.19345833,25.77945833,27.041875,26.20104167,26.20104167,22.34795833,21.780625,22.072125,,0.140083333,,,,,,,,,0.169833333,,,0.151583333
20.06804167,19.58745833,34.71954167,32.450375,26.21829167,28.393375,25.95804167,27.233625,26.386625,26.386625,22.52895833,21.965875,22.22370833,,0.13525,,,,,,,,,0.185583333,,,0.151583333
20.20770833,19.72654167,34.96320833,32.687875,26.451625,28.59220833,26.13670833,27.42570833,26.57470833,26.57470833,22.717875,22.03895833,22.375375,,0.139666667,,,,,,,,,0.188083333,,,0.151666667
20.34729167,19.864875,35.206875,32.926125,26.66495833,28.79204167,26.31529167,27.61704167,26.76195833,26.76195833,22.84179167,22.15529167,22.526875,,0.139583333,,,,,,,,,0.18725,,,0.1515
20.48579167,20.00329167,35.45054167,33.14954167,26.89720833,28.99195833,26.49370833,27.80479167,26.949125,26.949125,22.90245833,22.34795833,22.678375,,0.1385,,,,,,,,,0.187166667,,,0.1515
20.62454167,20.14154167,35.69445833,33.385375,27.114375,29.19254167,26.67254167,27.99245833,27.138125,27.138125,23.09204167,22.52895833,22.82979167,,0.13875,,,,,,,,,0.189,,,0.151416667
20.76454167,20.28029167,35.93804167,33.623625,27.34945833,29.39245833,26.85104167,28.18420833,27.31645833,27.31645833,23.28479167,22.717875,22.981125,,0.14,,,,,,,,,0.178333333,,,0.151333333
20.901125,20.418625,36.181875,33.86079167,27.565375,29.59129167,27.02979167,28.37629167,27.49870833,27.49870833,23.46604167,22.84179167,23.13270833,,0.136583333,,,,,,,,,0.18225,,,0.151583333
21.03845833,20.55770833,36.42579167,34.078375,27.80070833,29.79220833,27.208375,28.56720833,27.687375,27.687375,23.65495833,22.90245833,23.28404167,,0.137333333,,,,,,,,,0.188666667,,,0.151333333
21.17854167,20.69695833,36.669625,34.31404167,28.02029167,29.991875,27.38729167,28.75929167,27.85929167,27.85929167,23.83929167,23.09204167,23.43545833,,0.140083333,,,,,,,,,0.171916667,,,0.151416667
21.316625,20.83520833,36.91354167,34.53170833,28.25529167,30.19179167,27.56579167,28.94495833,28.04320833,28.04320833,24.028625,23.28479167,23.58679167,,0.138083333,,,,,,,,,0.183916667,,,0.151333333
21.454625,20.97370833,37.15745833,34.767625,28.480375,30.390875,27.74479167,29.13245833,28.23154167,28.23154167,24.22145833,23.46604167,23.73820833,,0.138,,,,,,,,,0.188333333,,,0.151416667
21.594875,21.11229167,37.40120833,34.987125,28.71629167,30.591125,27.92329167,29.324125,28.41854167,28.41854167,24.40779167,23.65495833,23.88904167,,0.14025,,,,,,,,,0.187,,,0.150833333
21.733625,21.25095833,37.64520833,35.223375,28.95404167,30.791125,28.10204167,29.516375,28.60754167,28.60754167,24.59779167,23.83929167,24.040375,,0.13875,,,,,,,,,0.189,,,0.151333333
21.86920833,21.389625,37.88929167,35.45804167,29.18870833,30.99179167,28.28070833,29.70679167,28.79045833,28.79045833,24.79079167,24.028625,24.19129167,,0.135583333,,,,,,,,,0.182916667,,,0.150916667
22.00929167,21.52779167,38.13345833,35.68245833,29.40379167,31.19070833,28.45954167,29.89820833,28.97829167,28.97829167,24.973875,24.22145833,24.34254167,,0.140083333,,,,,,,,,0.187833333,,,0.15125
22.147625,21.66670833,38.37745833,35.91954167,29.638875,31.390625,28.638125,30.08645833,29.150125,29.150125,25.16304167,24.40779167,24.49354167,,0.138333333,,,,,,,,,0.171833333,,,0.151
22.28304167,21.804625,38.62170833,36.15804167,29.85520833,31.59045833,28.816875,30.274375,29.333875,29.333875,25.35379167,24.59779167,24.64429167,,0.135416667,,,,,,,,,0.18375,,,0.15075
22.42320833,21.94345833,38.86579167,36.39604167,30.09079167,31.79020833,28.99554167,30.466375,29.52295833,29.52295833,25.544375,24.79079167,24.79545833,,0.140166667,,,,,,,,,0.189083333,,,0.151166667
22.563125,22.08154167,39.110125,36.61695833,30.309125,31.98995833,29.174375,30.657875,29.69804167,29.69804167,25.736875,24.973875,24.94604167,,0.139916667,,,,,,,,,0.175083333,,,0.150583333
22.699875,22.21995833,39.354125,36.85345833,30.543875,32.189875,29.35304167,30.84945833,29.881875,29.881875,25.92770833,25.16304167,25.096875,,0.13675,,,,,,,,,0.183833333,,,0.150833333
22.84020833,22.35779167,39.598375,37.09195833,30.75929167,32.390625,29.53179167,31.037875,30.07129167,30.07129167,26.11979167,25.35379167,25.24770833,,0.140333333,,,,,,,,,0.189416667,,,0.150833333
22.978625,22.495375,39.842625,37.32629167,30.993625,32.58954167,29.710625,31.22604167,30.24345833,30.24345833,26.30445833,25.544375,25.398875,,0.138416667,,,,,,,,,0.172166667,,,0.151166667
23.11704167,22.63179167,40.086875,37.55645833,31.20645833,32.79004167,29.889375,31.41820833,30.42645833,30.42645833,26.493875,25.736875,25.54954167,,0.138416667,,,,,,,,,0.183,,,0.150666667
23.25729167,22.77070833,40.33120833,37.79395833,31.43620833,32.98995833,30.068125,31.608625,30.61579167,30.61570833,26.68695833,25.92770833,25.69979167,,0.14025,,,,,,,,,0.18925,,,0.15025
23.39670833,22.90845833,40.57554167,38.033125,31.67245833,33.19020833,30.246875,31.79795833,30.78745833,30.78745833,26.87154167,26.11979167,25.85045833,,0.139416667,,,,,,,,,0.17175,,,0.150666667
23.53645833,23.04695833,40.81995833,38.27104167,31.90704167,33.38995833,30.42595833,31.990375,30.97154167,30.97154167,27.06170833,26.30445833,26.001125,,0.13975,,,,,,,,,0.184083333,,,0.150666667
23.67679167,23.18395833,41.064375,38.492625,32.13245833,33.589875,30.60454167,32.178875,31.16020833,31.16020833,27.252875,26.493875,26.151625,,0.140333333,,,,,,,,,0.188666667,,,0.1505
23.816125,23.32279167,41.30879167,38.729375,32.369875,33.78970833,30.78379167,32.36720833,31.34645833,31.34645833,27.444375,26.68695833,26.30245833,,0.139333333,,,,,,,,,0.18625,,,0.150833333
23.95579167,23.45979167,41.55329167,38.96845833,32.60779167,33.98954167,30.962375,32.55879167,31.535625,31.535625,27.527125,26.87154167,26.45279167,,0.139666667,,,,,,,,,0.189166667,,,0.150333333
24.09604167,23.597125,41.79779167,39.207125,32.83804167,34.18945833,31.14229167,32.75095833,31.71079167,31.71079167,27.63179167,27.06170833,26.60379167,,0.14025,,,,,,,,,0.175166667,,,0.151
24.236125,23.73579167,42.04229167,39.44020833,33.07495833,34.38945833,31.32004167,32.943125,31.89170833,31.89170833,27.82179167,27.252875,26.755125,,0.140083333,,,,,,,,,0.180916667,,,0.151333333
24.37779167,23.875125,42.286875,39.677125,33.313125,34.58929167,31.50195833,33.13104167,32.08079167,32.08079167,28.014625,27.444375,26.90495833,,0.141666667,,,,,,,,,0.189083333,,,0.149833333
24.51304167,24.01370833,42.53129167,39.911375,33.54879167,34.789125,31.67929167,33.319375,32.26695833,32.26695833,28.19895833,27.63179167,27.05504167,,0.13525,,,,,,,,,0.186166667,,,0.150083333
24.668875,24.15270833,42.77595833,40.14395833,33.761875,34.98920833,31.863375,33.511375,32.456375,32.456375,28.388875,27.82179167,27.20595833,,0.155833333,,,,,,,,,0.189416667,,,0.150916667
24.79154167,24.29129167,43.02045833,40.37604167,33.99120833,35.18920833,32.04195833,33.702875,32.62770833,32.62770833,28.47145833,28.014625,27.355875,,0.122666667,,,,,,,,,0.171333333,,,0.149916667
24.93420833,24.42995833,43.265375,40.613125,34.22795833,35.389125,32.22395833,33.89354167,32.81254167,32.81254167,28.581375,28.19895833,27.506875,,0.142666667,,,,,,,,,0.184833333,,,0.151
25.069875,24.56870833,43.50995833,40.846625,34.46620833,35.589625,32.40070833,34.086125,33.001375,33.001375,28.77320833,28.388875,27.65754167,,0.135666667,,,,,,,,,0.188833333,,,0.150666667
25.213125,24.70779167,43.75470833,41.08329167,34.70204167,35.789625,32.584875,34.27520833,33.18904167,33.18904167,28.964125,28.47145833,27.807875,,0.14325,,,,,,,,,0.187666667,,,0.150333333
25.34845833,24.84654167,43.99945833,41.312625,34.762375,35.988875,32.76345833,34.46479167,33.37770833,33.37770833,29.15629167,28.581375,27.958375,,0.135333333,,,,,,,,,0.188666667,,,0.1505
25.49204167,24.98570833,44.24420833,41.55054167,34.915125,36.18929167,32.945625,34.657375,33.565375,33.565375,29.23270833,28.77320833,28.10920833,,0.143583333,,,,,,,,,0.187666667,,,0.150833333
25.62704167,25.123625,44.489125,41.78945833,35.14420833,36.389625,33.12229167,34.84595833,33.75454167,33.75454167,29.339875,28.964125,28.25904167,,0.135,,,,,,,,,0.189166667,,,0.149833333
25.76820833,25.26254167,44.73379167,42.029125,35.38104167,36.590125,33.30645833,35.02304167,33.940875,33.940875,29.52979167,29.15629167,28.40979167,,0.141166667,,,,,,,,,0.186333333,,,0.15075
25.90929167,25.40070833,44.978625,42.26854167,35.619375,36.79079167,33.48529167,35.21520833,34.130375,34.130375,29.71895833,29.23270833,28.56054167,,0.141083333,,,,,,,,,0.1895,,,0.15075
26.050625,25.53920833,45.22370833,42.50679167,35.85629167,36.99129167,33.66720833,35.40145833,34.302375,34.302375,29.90945833,29.339875,28.70995833,,0.141333333,,,,,,,,,0.172,,,0.149416667
26.192375,25.67645833,45.46854167,42.72920833,36.071625,37.19220833,33.84395833,35.590125,34.48679167,34.48679167,29.994625,29.52979167,28.860125,,0.14175,,,,,,,,,0.184416667,,,0.150166667
26.33479167,25.81504167,45.71345833,42.965875,36.30420833,37.39304167,34.028375,35.781875,34.675625,34.675625,30.007375,29.71895833,29.013375,,0.142416667,,,,,,,,,0.188833333,,,0.15325
26.47095833,25.95054167,45.958625,43.20504167,36.53095833,37.59345833,34.207625,35.97329167,34.86220833,34.86220833,30.10245833,29.90945833,29.16195833,,0.136166667,,,,,,,,,0.186583333,,,0.148583333
26.61195833,26.08404167,46.20345833,43.44470833,36.768375,37.79470833,34.39020833,36.16454167,35.05179167,35.05179167,30.28779167,30.007375,29.312125,,0.141,,,,,,,,,0.189583333,,,0.150166667
26.753375,26.21045833,46.448375,43.68395833,37.00654167,37.99529167,34.56720833,36.35579167,35.22504167,35.22504167,30.47754167,30.10245833,29.461625,,0.141416667,,,,,,,,,0.17325,,,0.1495
26.89495833,26.34320833,46.69345833,43.919375,37.230125,38.19604167,34.751375,36.54645833,35.40929167,35.40929167,30.568875,30.28779167,29.612625,,0.141583333,,,,,,,,,0.18425,,,0.151
27.036625,26.480875,46.938375,44.139375,37.46604167,38.396625,34.93004167,36.73920833,35.59895833,35.59895833,30.57604167,30.47754167,29.761875,,0.141666667,,,,,,,,,0.189666667,,,0.14925
27.178125,26.60579167,47.183375,44.37645833,37.704125,38.59754167,35.111625,36.92454167,35.772125,35.772125,30.67095833,30.568875,29.91295833,,0.1415,,,,,,,,,0.173166667,,,0.151083333
27.31970833,26.74129167,47.428625,44.615875,37.941375,38.79695833,35.28895833,37.11279167,35.95629167,35.95629167,30.85354167,30.57604167,30.062375,,0.141583333,,,,,,,,,0.184166667,,,0.149416667
27.46329167,26.88020833,47.67370833,44.851375,38.15904167,38.99679167,35.473375,37.305375,36.14604167,36.14604167,30.91020833,30.67095833,30.213375,,0.143583333,,,,,,,,,0.18975,,,0.151
27.59929167,27.01920833,47.918875,45.068625,38.394625,39.196625,35.65229167,37.491875,36.31904167,36.31904167,31.04320833,30.85354167,30.36379167,,0.136,,,,,,,,,0.173,,,0.150416667
27.74045833,27.15829167,48.16420833,45.305375,38.61220833,39.39654167,35.83529167,37.67970833,36.50345833,36.50345833,31.225875,31.04320833,30.51429167,,0.141166667,,,,,,,,,0.184416667,,,0.1505
27.88204167,27.29720833,48.40945833,45.53245833,38.84820833,39.59720833,36.01270833,37.87204167,36.693125,36.693125,31.415625,31.225875,30.664375,,0.141583333,,,,,,,,,0.189666667,,,0.150083333
28.023875,27.43629167,48.65470833,45.77045833,39.06770833,39.79845833,36.196625,38.06070833,36.86929167,36.86929167,31.50854167,31.415625,30.81354167,,0.141833333,,,,,,,,,0.176166667,,,0.149166667
28.164625,27.57504167,48.90004167,46.00954167,39.30404167,39.999125,36.37520833,38.24929167,37.05470833,37.05470833,31.60804167,31.50854167,30.96454167,,0.14075,,,,,,,,,0.185416667,,,0.151
28.30520833,27.71404167,49.145375,46.24954167,39.538625,40.20120833,36.55720833,38.44120833,37.24254167,37.24254167,31.80095833,31.60804167,31.113875,,0.140583333,,,,,,,,,0.187833333,,,0.149333333
28.44604167,27.85320833,49.39079167,46.489125,39.76304167,40.40279167,36.734375,38.63320833,37.42804167,37.42804167,31.86979167,31.80095833,31.26529167,,0.140833333,,,,,,,,,0.1855,,,0.151416667
28.58704167,27.99195833,49.63620833,46.72729167,39.99995833,40.60320833,36.91945833,38.825125,37.61720833,37.61720833,31.98295833,31.869875,31.41429167,,0.141,,,,,,,,,0.189166667,,,0.149
28.727875,28.13104167,49.881625,46.95154167,40.238625,40.803375,37.100875,39.014625,37.78920833,37.78920833,32.172625,31.98295833,31.56545833,,0.140833333,,,,,,,,,0.172,,,0.151166667
28.864125,28.27004167,50.127125,47.18870833,40.476625,41.004875,37.28220833,39.203625,37.97529167,37.97529167,32.35670833,32.172625,31.71454167,,0.13625,,,,,,,,,0.186083333,,,0.149083333
29.00520833,28.409125,50.37270833,47.42804167,40.69745833,41.20554167,37.46004167,39.39554167,38.16395833,38.16395833,32.54629167,32.35670833,31.86570833,,0.141083333,,,,,,,,,0.188666667,,,0.151166667
29.146625,28.54820833,50.618125,47.66804167,40.93395833,41.407875,37.64454167,39.58870833,38.351625,38.351625,32.739375,32.54629167,32.01595833,,0.141416667,,,,,,,,,0.187666667,,,0.15025
29.28829167,28.68729167,50.86370833,47.90779167,41.17254167,41.60929167,37.82370833,39.776375,38.540875,38.540875,32.929625,32.739375,32.16620833,,0.141666667,,,,,,,,,0.18925,,,0.15025
29.430125,28.82629167,51.10920833,48.14629167,41.406875,41.81079167,38.00679167,39.96654167,38.727875,38.727875,33.121375,32.929625,32.31504167,,0.141833333,,,,,,,,,0.187,,,0.148833333
29.57204167,28.965375,51.35479167,48.37154167,41.63695833,42.01195833,38.18479167,40.159125,38.91745833,38.91745833,33.31154167,33.121375,32.466375,,0.141916667,,,,,,,,,0.189583333,,,0.151333333
29.71404167,29.104375,51.60045833,48.609375,41.874625,42.21395833,38.36920833,40.34679167,39.09520833,39.09520833,33.502625,33.31154167,32.61520833,,0.142,,,,,,,,,0.17775,,,0.148833333
29.85570833,29.24354167,51.84604167,48.84879167,42.11354167,42.41529167,38.54870833,40.53504167,39.28195833,39.28195833,33.69629167,33.502625,32.76545833,,0.141666667,,,,,,,,,0.18675,,,0.15025
29.99379167,29.38245833,52.09179167,49.088875,42.351625,42.61720833,38.731125,40.72729167,39.46895833,39.46895833,33.78104167,33.69629167,32.91645833,,0.138083333,,,,,,,,,0.187,,,0.151
30.135375,29.52145833,52.33754167,49.32895833,42.57320833,42.81870833,38.909625,40.92029167,39.65845833,39.65845833,33.882125,33.78104167,33.066625,,0.141583333,,,,,,,,,0.1895,,,0.150166667
30.277375,29.66045833,52.58329167,49.56820833,42.81004167,43.021125,39.09454167,41.110875,39.833875,39.833875,34.07195833,33.882125,33.21670833,,0.142,,,,,,,,,0.175416667,,,0.150083333
30.419125,29.799625,52.829125,49.80404167,43.04904167,43.222875,39.278375,41.301875,40.019375,40.019375,34.265625,34.07195833,33.36679167,,0.14175,,,,,,,,,0.1855,,,0.150083333
30.561125,29.93879167,53.07495833,50.02604167,43.287625,43.42454167,39.457375,41.494625,40.20904167,40.20904167,34.45070833,34.265625,33.51595833,,0.142,,,,,,,,,0.189666667,,,0.149166667
30.70329167,30.07770833,53.32079167,50.263375,43.52079167,43.62604167,39.64304167,41.68595833,40.39270833,40.39270833,34.64120833,34.45070833,33.66595833,,0.142166667,,,,,,,,,0.183666667,,,0.15
30.84545833,30.21670833,53.566625,50.502875,43.75770833,43.82795833,39.82629167,41.87829167,40.58170833,40.58170833,34.832625,34.64120833,33.81645833,,0.142166667,,,,,,,,,0.189,,,0.1505
30.98754167,30.35579167,53.812625,50.74304167,43.99195833,44.029375,40.00495833,42.06545833,40.75579167,40.75579167,34.914875,34.832625,33.96670833,,0.142083333,,,,,,,,,0.174083333,,,0.15025
31.129625,30.49479167,54.05854167,50.982875,44.22470833,44.23095833,40.19070833,42.254125,40.940125,40.940125,35.02429167,34.914875,34.117375,,0.142083333,,,,,,,,,0.184333333,,,0.150666667
31.271625,30.63395833,54.30445833,51.222875,44.456625,44.43254167,40.37479167,42.446375,41.13004167,41.13004167,35.215875,35.02429167,34.26670833,,0.142,,,,,,,,,0.189916667,,,0.149333333
31.41370833,30.77295833,54.55045833,51.46279167,44.69370833,44.63404167,40.553375,42.63904167,41.30229167,41.30229167,35.40720833,35.215875,34.41654167,,0.142083333,,,,,,,,,0.17225,,,0.149833333
31.55570833,30.91204167,54.79654167,51.702875,44.92720833,44.83604167,40.738625,42.83095833,41.48795833,41.48795833,35.489625,35.40720833,34.56679167,,0.142,,,,,,,,,0.185666667,,,0.15025
31.69770833,31.051125,55.04254167,51.94270833,45.163875,45.037875,40.92170833,43.02029167,41.67720833,41.67720833,35.600875,35.489625,34.717875,,0.142,,,,,,,,,0.18925,,,0.151083333
31.83970833,31.19020833,55.288625,52.18270833,45.39329167,45.23954167,41.10104167,43.21045833,41.864875,41.864875,35.79004167,35.600875,34.86695833,,0.142,,,,,,,,,0.187666667,,,0.149083333
31.98170833,31.32929167,55.53479167,52.422625,45.63104167,45.44120833,41.28620833,43.403125,42.05470833,42.05470833,35.98245833,35.79004167,35.01720833,,0.142,,,,,,,,,0.189833333,,,0.15025
32.12379167,31.46845833,55.780875,52.66245833,45.87004167,45.642875,41.469125,43.591625,42.237125,42.237125,36.170875,35.98245833,35.16770833,,0.142083333,,,,,,,,,0.182416667,,,0.1505
32.265875,31.60754167,56.026875,52.90229167,46.109625,45.84445833,41.64845833,43.78029167,42.42545833,42.42545833,36.361875,36.170875,35.318875,,0.142083333,,,,,,,,,0.188333333,,,0.151166667
32.40795833,31.746625,56.27329167,53.14204167,46.349125,46.04595833,41.83395833,43.97270833,42.60320833,42.60320833,36.555625,36.361875,35.46779167,,0.142083333,,,,,,,,,0.17775,,,0.148916667
32.55020833,31.885875,56.519625,53.38170833,46.58729167,46.24729167,42.01720833,44.16579167,42.789125,42.789125,36.74045833,36.555625,35.61845833,,0.14225,,,,,,,,,0.185916667,,,0.150666667
32.69245833,32.02495833,56.76595833,53.62145833,46.809875,46.44954167,42.19604167,44.35379167,42.97720833,42.97720833,36.93120833,36.74045833,35.76920833,,0.14225,,,,,,,,,0.188083333,,,0.15075
32.83479167,32.164125,57.012125,53.86120833,47.04654167,46.65104167,42.38345833,44.544125,43.16495833,43.16495833,37.123875,36.93120833,35.91879167,,0.142333333,,,,,,,,,0.18775,,,0.149583333
32.97720833,32.303125,57.25829167,54.10070833,47.28570833,46.85345833,42.56629167,44.736875,43.35495833,43.35495833,37.31670833,37.123875,36.070125,,0.142416667,,,,,,,,,0.19,,,0.151333333
33.11970833,32.442375,57.50479167,54.34054167,47.525375,47.05554167,42.74504167,44.924875,43.52729167,43.52729167,37.50179167,37.31670833,36.219375,,0.1425,,,,,,,,,0.172333333,,,0.14925
33.26245833,32.581375,57.75120833,54.58029167,47.764625,47.25729167,42.93029167,45.11345833,43.71304167,43.71304167,37.69245833,37.50179167,36.36995833,,0.14275,,,,,,,,,0.18575,,,0.150583333
33.40529167,32.72054167,57.997625,54.82020833,47.99970833,47.45845833,43.11429167,45.30620833,43.90254167,43.90254167,37.88629167,37.69245833,36.52029167,,0.142833333,,,,,,,,,0.1895,,,0.150333333
33.54820833,32.85945833,58.244125,55.05979167,48.22004167,47.65979167,43.29320833,45.49895833,44.089875,44.089875,38.070625,37.88629167,36.67054167,,0.142916667,,,,,,,,,0.187333333,,,0.15025
33.69120833,32.99870833,58.490625,55.29970833,48.45704167,47.861125,43.47945833,45.691375,44.28004167,44.28004167,38.26154167,38.070625,36.82095833,,0.143,,,,,,,,,0.190166667,,,0.150416667
33.83429167,33.13770833,58.73720833,55.53945833,48.696375,48.062625,43.66445833,45.88070833,44.45854167,44.45854167,38.454125,38.26154167,36.97195833,,0.143083333,,,,,,,,,0.1785,,,0.151
33.97720833,33.27695833,58.98379167,55.779375,48.932125,48.263625,43.844125,46.07129167,44.64545833,44.64545833,38.64670833,38.454125,37.123375,,0.142916667,,,,,,,,,0.186916667,,,0.151416667
34.12020833,33.416125,59.230375,56.01904167,49.14920833,48.464125,44.02779167,46.26445833,44.835625,44.835625,38.834125,38.64670833,37.275625,,0.143,,,,,,,,,0.190166667,,,0.15225
34.263125,33.55504167,59.47704167,56.258875,49.385875,48.664125,44.207625,46.44995833,45.01879167,45.01879167,38.88354167,38.834125,37.42595833,,0.142916667,,,,,,,,,0.183166667,,,0.150333333
34.406125,33.694375,59.723875,56.498625,49.612875,48.86429167,44.39045833,46.63895833,45.20779167,45.20779167,38.91054167,38.91054167,37.578125,,0.143,,,,,,,,,0.189,,,0.152166667
34.54904167,33.83320833,59.970625,56.73854167,49.85095833,49.064375,44.568375,46.831875,45.38004167,45.38004167,39.02579167,39.02579167,37.728375,,0.142916667,,,,,,,,,0.17225,,,0.15025
34.692125,33.972375,,56.978375,50.090125,49.265125,44.75395833,47.02004167,45.56620833,45.56620833,39.21970833,39.21970833,37.87979167,,0.143083333,,,,,,,,,0.186166667,,,0.151416667
34.83520833,34.11145833,,57.21804167,50.33004167,49.46520833,44.93670833,47.208875,45.755375,45.755375,39.40720833,39.40720833,38.03195833,,0.143083333,,,,,,,,,0.189166667,,,0.152166667
34.978375,34.25020833,,57.45795833,50.56970833,49.66570833,45.11645833,47.40179167,45.943375,45.943375,39.59920833,39.59920833,38.18229167,,0.143166667,,,,,,,,,0.188,,,0.150333333
35.121625,34.38954167,,57.69779167,50.80779167,49.865625,45.29995833,47.59420833,46.13295833,46.13295833,39.79254167,39.79254167,38.33354167,,0.14325,,,,,,,,,0.189583333,,,0.15125
35.264875,34.52829167,,57.93754167,51.03195833,50.06745833,45.48029167,47.78679167,46.32045833,46.32045833,39.984125,39.984125,38.48529167,,0.14325,,,,,,,,,0.1875,,,0.15175
35.40820833,34.66754167,,58.17745833,51.26929167,50.268625,45.665625,47.97029167,46.51029167,46.51029167,40.177125,40.177125,38.63620833,,0.143333333,,,,,,,,,0.189833333,,,0.150916667
35.551625,34.80654167,,58.41745833,51.50854167,50.469375,45.84879167,48.16045833,46.697375,46.697375,40.363125,40.363125,38.78745833,,0.143416667,,,,,,,,,0.187083333,,,0.15125
35.69495833,34.94570833,,58.65729167,51.748625,50.66979167,46.02870833,48.34170833,46.88779167,46.88779167,40.55404167,40.55404167,38.93870833,,0.143333333,,,,,,,,,0.190416667,,,0.15125
35.83845833,35.08454167,,58.897125,51.988375,50.86979167,46.21420833,48.53154167,47.06154167,47.06154167,40.63704167,40.63704167,39.08995833,,0.1435,,,,,,,,,0.17375,,,0.15125
35.982125,35.22379167,,59.137125,52.226875,51.07095833,46.39820833,48.71545833,47.247375,47.247375,40.74845833,40.74845833,39.242375,,0.143666667,,,,,,,,,0.185833333,,,0.152416667
36.125875,35.362625,,59.376875,52.452125,51.27045833,46.577375,48.902125,47.43620833,47.43620833,40.93579167,40.93579167,39.39279167,,0.14375,,,,,,,,,0.188833333,,,0.150416667
36.26970833,35.50195833,,59.61679167,52.68995833,51.47220833,46.764125,49.095125,47.62429167,47.62429167,41.12695833,41.12695833,39.54395833,,0.143833333,,,,,,,,,0.188083333,,,0.151166667
36.41370833,35.640625,,59.856625,52.92945833,51.672875,46.94870833,49.281625,47.81345833,47.81345833,41.20929167,41.20929167,39.69504167,,0.144,,,,,,,,,0.189166667,,,0.151083333
36.558125,35.77995833,,60.096625,53.16954167,51.87520833,47.12829167,49.46970833,48.00104167,48.00104167,41.32129167,41.32129167,39.84679167,,0.144416667,,,,,,,,,0.187583333,,,0.15175
36.70295833,35.919125,,60.33629167,53.40954167,52.076875,47.31479167,49.66179167,48.191125,48.191125,41.50795833,41.50795833,39.998375,,0.144833333,,,,,,,,,0.190083333,,,0.151583333
36.84654167,36.058125,,60.57620833,53.648875,52.27754167,47.49929167,49.85520833,48.375875,48.375875,41.69829167,41.69829167,40.14929167,,0.143583333,,,,,,,,,0.18475,,,0.150916667
36.991375,36.19720833,,60.816125,53.884625,52.47779167,47.67904167,50.043375,48.565625,48.565625,41.77995833,41.77995833,40.30120833,,0.144833333,,,,,,,,,0.18975,,,0.151916667
37.13629167,36.33645833,,61.05604167,54.10679167,52.67970833,47.86645833,50.23279167,48.73829167,48.73829167,41.89229167,41.89229167,40.453125,,0.144916667,,,,,,,,,0.172666667,,,0.151916667
